capex,capacity_numeric,status,company,dt_announce
156.0,250.0,announced,Nexwafe,04-2022
9.0,1000.0,operational,Norsun,07-2023
18.0,3000.0,announced,Norsun,
650.0,400.0,announced,NexWafe,12-2017
